sku,product_name,description,category,subcategory,brand,unit_cost,unit_price,weight_kg,length_cm,width_cm,height_cm,is_hazmat,is_perishable,reorder_point,reorder_qty,lead_time_days,_ingested_at
SKU-00383,Switchable composite Graphic Interface,Source bar board majority politics nothing without successful special.,Medical,Treatment,Long-Chang,60.83,113.03,33.8,104.9,40.5,46.0,False,False,117,191,24,2026-04-30T04:36:50.726872
SKU-00384,Intuitive local firmware,Pick help head Democrat hear standard exactly under body best significant mother sure toward garden degree.,Electronics,Will,Lopez-Burch,256.77,807.33,21.54,23.4,68.2,16.2,False,False,179,415,41,2026-04-30T04:36:50.726872
SKU-00385,Synergized global circuit,Deal stay poor beyond or know week investment.,Automotive,Fish,Herrera,381.36,1234.4,39.79,113.8,59.7,18.4,False,False,134,711,38,2026-04-30T04:36:50.726872
SKU-00386,Proactive attitude-oriented firmware,Provide coach watch end mission cup food window tonight born kitchen must.,Sporting Goods,Which,Smith-Smith,95.18,317.14,49.05,85.4,47.8,30.1,False,False,81,912,39,2026-04-30T04:36:50.726872
SKU-00387,Polarized zero-defect infrastructure,Light lot run action instead professor itself will down let certain.,Industrial,Pm,Smith-Fisher,355.63,923.63,35.33,54.1,49.2,38.0,False,False,82,661,45,2026-04-30T04:36:50.726872
SKU-00388,Polarized system-worthy architecture,Control behind challenge example model might night prevent bill hope off and though.,Food & Beverage,Remain,Hughes,360.5,566.55,20.91,105.3,27.2,9.4,False,False,75,964,25,2026-04-30T04:36:50.726872
SKU-00389,Streamlined full-range utilization,Either investment fear open bar already responsibility range discuss race hit treatment somebody.,Hardware,Outside,Sanford,46.99,75.33,27.45,85.9,71.0,48.7,False,False,36,387,40,2026-04-30T04:36:50.726872
SKU-00390,Triple-buffered web-enabled matrix,Director candidate sport your relate other radio.,Office Supplies,Candidate,"Jones,",130.81,230.61,0.91,85.5,18.7,28.1,False,False,51,190,13,2026-04-30T04:36:50.726872
SKU-00391,Cross-platform content-based infrastructure,Central hospital west left compare whether two attack eat top rock sit game commercial somebody.,Sporting Goods,Challenge,Wilson,367.75,1041.54,15.28,62.2,17.9,53.6,False,False,193,522,33,2026-04-30T04:36:50.726872
SKU-00392,User-centric web-enabled algorithm,Remain lay society method center successful owner current year nation series still court stuff police.,Hardware,Above,Cox-Allen,313.69,990.1,38.74,65.5,73.2,9.5,False,False,176,544,4,2026-04-30T04:36:50.726872
SKU-00393,Inverse attitude-oriented matrices,Full effect off sign relationship business then same fight traditional share.,Sporting Goods,City,"Sanchez,",149.43,513.77,14.58,49.6,8.7,42.5,False,False,195,311,37,2026-04-30T04:36:50.726872
SKU-00394,Profound scalable paradigm,Not activity determine space television law manage manage tax recognize court generation matter traditional.,Automotive,Walk,"Turner,",289.63,561.41,37.4,71.1,45.2,52.5,False,True,183,382,33,2026-04-30T04:36:50.726872
SKU-00395,Total homogeneous ability,Behavior hot must discussion play new fly dream history else series law.,Medical,There,Ellis-Glenn,193.63,513.69,28.41,96.6,19.5,41.3,False,True,168,928,29,2026-04-30T04:36:50.726872
SKU-00396,Optional analyzing access,Evidence financial walk prevent research onto respond put property do bag several set.,Automotive,Another,Perez,70.64,216.09,2.63,67.4,48.0,10.2,False,False,11,151,27,2026-04-30T04:36:50.726872
SKU-00397,Reduced intangible synergy,Four sense matter woman yes future single few exactly mouth amount field their keep.,Office Supplies,Suffer,Anthony,146.21,423.72,34.25,51.7,25.8,31.0,False,False,92,385,23,2026-04-30T04:36:50.726872
SKU-00398,Cross-group grid-enabled info-mediaries,Task suddenly class anything organization support through.,Office Supplies,Here,"Robbins,",399.98,589.86,48.31,34.3,37.3,2.3,False,False,96,583,27,2026-04-30T04:36:50.726872
SKU-00399,Decentralized bi-directional benchmark,Machine year line fill last face sea.,Apparel,Kid,Murray-Hunt,364.05,693.56,2.97,13.2,33.7,16.8,False,False,75,932,20,2026-04-30T04:36:50.726872
SKU-00400,Persevering coherent concept,Raise decide medical environmental writer agent data action medical what herself teach score.,Sporting Goods,Activity,Gray-Lawrence,118.12,304.12,23.67,39.1,15.8,51.2,False,False,146,486,2,2026-04-30T04:36:50.726872
SKU-00401,Right-sized contextually-based projection,Attack mind use site live person television third three keep hear American pressure.,Food & Beverage,Over,"Orozco,",231.38,724.71,41.05,104.7,59.8,28.3,False,False,21,953,40,2026-04-30T04:36:50.726872
SKU-00402,Proactive maximized parallelism,These space type attorney size area just draw group.,Industrial,Case,"Harper,",135.29,215.95,10.69,78.9,9.6,4.6,False,False,148,676,35,2026-04-30T04:36:50.726872
SKU-00403,Automated incremental moratorium,Explain clearly cover walk drop skin democratic operation discover.,Furniture,Far,Johnson-Morales,101.67,304.8,13.97,13.0,25.2,35.5,False,False,26,893,39,2026-04-30T04:36:50.726872
SKU-00404,Triple-buffered 4thgeneration implementation,World else difficult true human gas candidate game Mrs hot sing out bed media drug.,Medical,Senior,Johnson,214.82,688.07,45.97,108.0,70.8,9.8,False,False,152,325,8,2026-04-30T04:36:50.726872
SKU-00405,Fundamental eco-centric moderator,From mother sister future blood which place share minute act coach glass financial century soon.,Automotive,Game,Mccann,95.57,250.5,26.38,39.4,73.6,28.9,False,False,186,553,20,2026-04-30T04:36:50.726872
SKU-00406,Virtual exuding capacity,Four ahead news wife interest morning whether name agree Congress director operation.,Electronics,Case,Martinez,444.55,1128.86,24.96,78.5,21.7,16.6,True,False,170,829,36,2026-04-30T04:36:50.726872
SKU-00407,Polarized 5thgeneration array,Why tough nice who two week simply product music line modern low turn mind data something.,Automotive,Ball,Solis-Shaffer,21.75,27.24,35.89,33.9,16.0,52.6,False,False,33,412,34,2026-04-30T04:36:50.726872
SKU-00408,Re-contextualized high-level website,Community stage listen project hot feel interview doctor set my media likely affect.,Apparel,Bar,"Williams,",270.81,540.88,14.09,101.8,6.3,13.1,False,True,34,627,29,2026-04-30T04:36:50.726872
SKU-00409,Synergized attitude-oriented collaboration,Chair city reflect sell bank thought guess.,Medical,Hit,Jones-Hill,299.75,567.38,21.9,46.7,32.4,57.0,False,True,118,805,18,2026-04-30T04:36:50.726872
SKU-00410,Proactive regional challenge,Area thousand image capital letter practice adult best.,Sporting Goods,Congress,Becker-Duncan,447.05,1284.68,10.15,62.6,61.6,9.5,False,False,143,944,26,2026-04-30T04:36:50.726872
SKU-00411,Function-based even-keeled concept,Discover return area movement short factor myself.,Industrial,Wrong,Harris,313.8,467.11,21.07,33.1,62.5,11.8,False,True,174,419,36,2026-04-30T04:36:50.726872
SKU-00412,Multi-layered motivating methodology,Top read democratic movement popular international somebody ten friend.,Furniture,Phone,Perez,170.47,503.34,8.37,53.3,41.0,55.8,False,False,123,247,45,2026-04-30T04:36:50.726872
SKU-00413,Pre-emptive asynchronous flexibility,Garden region per least believe and blood it participant suggest low car pay go number.,Automotive,Any,Allison,2.62,4.35,29.56,80.6,53.2,41.5,False,False,145,995,6,2026-04-30T04:36:50.726872
SKU-00414,Reactive uniform success,Call dinner change north success story offer surface senior one measure order.,Sporting Goods,Board,Nichols-Hurley,211.73,335.92,38.97,106.9,66.7,49.7,False,False,150,657,2,2026-04-30T04:36:50.726872
SKU-00415,Multi-layered fresh-thinking workforce,Back success soon position bar own wind tough level.,Apparel,Then,Turner-Villarreal,420.2,747.97,23.06,21.6,54.0,8.9,False,False,16,205,11,2026-04-30T04:36:50.726872
SKU-00416,Integrated contextually-based framework,Specific step old citizen candidate over military nation really concern president weight whose trip road.,Furniture,Eat,"Hamilton,",103.76,142.92,35.45,96.6,78.4,20.3,False,False,148,692,41,2026-04-30T04:36:50.726872
SKU-00417,Versatile empowering framework,Play culture third teacher performance leg many page term gun.,Sporting Goods,Break,Mckee-Goodwin,202.44,380.85,23.35,56.4,29.2,17.1,False,False,137,371,21,2026-04-30T04:36:50.726872
SKU-00418,Integrated directional model,Strong party number several difficult up positive.,Sporting Goods,Put,Martinez-Ruiz,92.33,131.49,40.95,104.5,45.6,41.8,False,False,128,576,5,2026-04-30T04:36:50.726872
SKU-00419,Operative actuating product,Return nothing act assume recognize lot long.,Hardware,Care,Koch-Sullivan,159.7,314.75,30.17,69.2,27.7,31.6,False,False,109,221,26,2026-04-30T04:36:50.726872
SKU-00420,Team-oriented zero-defect solution,Call energy child almost include outside apply set responsibility.,Food & Beverage,Executive,"Villegas,",372.31,888.87,27.57,56.0,20.4,3.3,False,True,132,458,6,2026-04-30T04:36:50.726872
SKU-00421,Digitized maximized encoding,Want box least standard how treatment else whether.,Furniture,Get,Duncan-French,69.2,148.65,5.53,18.2,52.4,40.7,True,False,198,140,36,2026-04-30T04:36:50.726872
SKU-00422,Advanced scalable architecture,Entire truth something design form month say large fill citizen much drug soldier seven seven.,Sporting Goods,Practice,Cohen-Buck,395.5,583.16,46.43,79.4,45.5,39.3,False,False,35,573,9,2026-04-30T04:36:50.726872
SKU-00423,Polarized zero tolerance matrices,Work eat organization smile coach shoulder clear feeling.,Electronics,Shoulder,Powell,367.24,995.19,24.47,110.3,34.1,46.1,False,True,40,98,30,2026-04-30T04:36:50.726872
SKU-00424,Balanced uniform customer loyalty,Painting administration also will area feel law attack subject.,Food & Beverage,Forget,Thomas-Gordon,264.38,616.63,7.42,68.8,34.1,37.2,False,False,190,573,43,2026-04-30T04:36:50.726872
SKU-00425,Fully-configurable user-facing strategy,Fish probably appear TV compare eat hundred manage century relate article item.,Automotive,Himself,Shah-Walker,418.47,1145.79,30.41,57.2,8.5,43.4,False,False,127,573,40,2026-04-30T04:36:50.726872
SKU-00426,Exclusive fault-tolerant emulation,Hundred affect floor deep sing operation consumer yard get message newspaper develop lead easy something.,Sporting Goods,Much,Mcclain,187.07,563.38,43.27,119.6,19.3,22.6,False,False,123,291,7,2026-04-30T04:36:50.726872
SKU-00427,Ameliorated mission-critical emulation,Future pick study decade Congress discover financial suddenly check serve value.,Food & Beverage,Age,"Hudson,",345.03,509.04,16.53,77.7,56.1,46.5,False,False,101,180,42,2026-04-30T04:36:50.726872
SKU-00428,Persevering cohesive approach,Discover and trouble hundred by start force standard maintain bed.,Medical,Your,Nguyen-Villarreal,43.49,114.82,33.81,90.0,43.7,43.2,False,True,104,571,35,2026-04-30T04:36:50.726872
SKU-00429,Business-focused optimizing flexibility,Event charge positive reach federal game figure.,Hardware,Bar,"Oliver,",95.34,185.97,15.5,60.6,8.9,55.3,False,False,68,713,21,2026-04-30T04:36:50.726872
SKU-00430,Cross-group clear-thinking Graphic Interface,Member spend walk side away before economic with wind generation.,Food & Beverage,Against,Baldwin-Walker,383.1,824.18,49.52,18.1,52.1,24.8,False,False,29,811,3,2026-04-30T04:36:50.726872
SKU-00431,Team-oriented fault-tolerant pricing structure,Use wind pattern themselves body reality teach finish many building use.,Medical,Lay,Thompson,262.88,848.12,22.57,56.3,9.0,53.2,False,False,170,323,23,2026-04-30T04:36:50.726872
SKU-00432,Self-enabling solution-oriented capacity,Important admit six build improve suddenly avoid prove movie half way.,Industrial,Lay,Stewart,192.72,355.12,48.82,71.1,27.0,55.1,False,False,118,793,28,2026-04-30T04:36:50.726872
SKU-00433,Vision-oriented 24hour knowledgebase,Vote fine eye area parent process may grow present other leave back couple.,Electronics,Dinner,"Brandt,",429.27,600.71,10.97,20.5,28.9,14.7,False,False,40,413,38,2026-04-30T04:36:50.726872
SKU-00434,Balanced value-added task-force,Also analysis trouble she individual benefit anyone describe chance store modern newspaper Mrs debate exactly wind.,Office Supplies,Include,"Wilson,",425.29,965.1,45.86,74.2,57.7,10.5,False,False,110,622,14,2026-04-30T04:36:50.726872
SKU-00435,Customizable incremental migration,Remain safe become stage good inside other year physical produce high year serve movie.,Apparel,College,Mendoza-Warren,320.24,807.36,4.53,69.3,74.1,40.4,False,False,68,282,12,2026-04-30T04:36:50.726872
SKU-00436,Advanced mission-critical collaboration,Church ability point network pull want face child cover decision information adult middle road.,Automotive,Seem,Chung,136.09,431.77,36.85,12.9,31.0,44.9,False,False,109,74,30,2026-04-30T04:36:50.726872
SKU-00437,Business-focused zero administration initiative,Kitchen this set once write he political get exist nature in through employee lose nor want.,Industrial,Hundred,"Robertson,",409.81,781.17,19.28,59.2,24.1,12.2,False,False,156,415,35,2026-04-30T04:36:50.726872
SKU-00438,Realigned global task-force,Throw base fight issue go parent half I young eat seek mean trouble pretty.,Hardware,Determine,"Frederick,",128.62,427.48,24.4,90.2,74.3,37.4,False,False,96,63,11,2026-04-30T04:36:50.726872
SKU-00439,Monitored multi-tasking hardware,Former social drive like live some adult customer her reach loss option claim.,Hardware,Just,Watson,404.06,972.03,4.79,69.9,10.4,50.4,False,False,68,856,20,2026-04-30T04:36:50.726872
SKU-00440,Polarized systematic collaboration,System century professor catch heart stand front.,Medical,Agent,"Brown,",377.24,799.7,44.48,86.1,24.1,34.6,False,False,83,76,9,2026-04-30T04:36:50.726872
SKU-00441,Automated motivating synergy,Program only nearly decade suggest husband leader.,Apparel,Nature,"Mendoza,",266.78,655.22,14.5,78.2,23.1,13.7,False,False,118,923,41,2026-04-30T04:36:50.726872
SKU-00442,Extended 24/7 customer loyalty,Eat detail provide agree oil fact fine past peace difficult adult.,Electronics,Role,"Ramirez,",157.52,400.74,32.33,49.2,66.4,8.8,False,False,125,520,8,2026-04-30T04:36:50.726872
SKU-00443,Stand-alone incremental functionalities,Including hold mention market crime between paper help certainly choice sing.,Automotive,Project,Brown-Martin,270.5,940.63,20.75,114.5,5.1,59.8,False,False,81,228,3,2026-04-30T04:36:50.726872
SKU-00444,Fully-configurable 5thgeneration capacity,To expert head sea later summer well continue bad hard.,Apparel,Organization,"Williams,",61.79,95.82,34.98,30.3,51.0,33.6,False,False,195,498,28,2026-04-30T04:36:50.726872
SKU-00445,Self-enabling composite throughput,Think activity attorney I analysis my boy conference often maintain network side magazine pass.,Automotive,Past,"James,",249.85,586.77,30.9,6.9,40.6,28.2,False,False,87,332,26,2026-04-30T04:36:50.726872
SKU-00446,Devolved methodical infrastructure,Follow necessary speech tax few choice certain son else new economy name hotel right each left.,Industrial,Maintain,Evans,55.45,72.67,8.29,33.2,69.4,5.6,False,False,102,494,20,2026-04-30T04:36:50.726872
SKU-00447,Face-to-face asynchronous budgetary management,All check quickly piece speech turn small page eat off according be enough us small.,Automotive,Tv,"Bradley,",64.34,198.2,5.59,49.1,41.7,9.4,False,False,101,802,42,2026-04-30T04:36:50.726872
