shipment_id,order_id,carrier_id,tracking_number,ship_date,estimated_delivery,actual_delivery,status,weight_lbs,shipping_cost,is_on_time,num_packages,origin_warehouse_id,_ingested_at
SHIP-00004733,ORD-00007836,CAR-002,1Z333812285647519,2025-01-05,2025-01-12,2025-01-12,DELIVERED,128.2,297.76,True,8,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00004734,ORD-00007837,CAR-004,1Z881007216811780,2024-11-26,2024-12-03,2024-12-03,DELIVERED,36.0,79.62,True,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004735,ORD-00007840,CAR-009,1Z701609786692384,2025-07-03,2025-07-05,,SHIPPED,108.4,127.15,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004736,ORD-00007841,CAR-002,1Z059886660361236,2025-07-23,2025-07-29,2025-07-29,DELIVERED,67.4,155.4,True,7,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004737,ORD-00007842,CAR-010,1Z816966075683609,2025-11-23,2025-11-27,,SHIPPED,121.8,159.04,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004738,ORD-00007843,CAR-003,1Z754022187464086,2024-11-12,2024-11-16,,SHIPPED,138.2,344.2,True,2,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004739,ORD-00007844,CAR-007,1Z590263259592368,2025-01-11,2025-01-13,2025-01-13,DELIVERED,105.1,227.99,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004740,ORD-00007845,CAR-005,1Z956122080008213,2025-03-04,2025-03-06,,SHIPPED,85.5,110.76,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004741,ORD-00007846,CAR-008,1Z869016087059813,2024-08-06,2024-08-13,2024-08-13,DELIVERED,18.3,30.3,True,10,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004742,ORD-00007847,CAR-010,1Z813164068598521,2024-06-23,2024-06-25,2024-06-25,DELIVERED,147.6,225.03,True,6,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004743,ORD-00007848,CAR-002,1Z696595361881245,2024-07-10,2024-07-13,2024-07-13,DELIVERED,148.7,130.72,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004744,ORD-00007849,CAR-006,1Z498956601200228,2025-06-27,2025-06-28,2025-06-28,DELIVERED,97.2,71.33,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004745,ORD-00007851,CAR-008,1Z182924151248549,2026-04-04,2026-04-10,,SHIPPED,12.2,26.2,True,9,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004746,ORD-00007852,CAR-002,1Z979290785381006,2024-12-14,2024-12-20,2024-12-24,DELIVERED,76.2,147.23,False,8,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004747,ORD-00007854,CAR-008,1Z202087955362727,2026-04-17,2026-04-23,,SHIPPED,52.8,56.82,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004748,ORD-00007857,CAR-001,1Z208650078502046,2024-06-10,2024-06-17,2024-06-17,DELIVERED,36.4,42.87,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004749,ORD-00007859,CAR-003,1Z265739044449086,2025-09-20,2025-09-23,2025-09-23,DELIVERED,131.3,63.3,True,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004750,ORD-00007860,CAR-010,1Z593554454083704,2025-02-09,2025-02-12,,SHIPPED,147.1,110.65,True,10,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004751,ORD-00007862,CAR-007,1Z701291429856275,2025-01-15,2025-01-19,2025-01-19,DELIVERED,7.0,15.44,True,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004752,ORD-00007864,CAR-007,1Z273952539055696,2025-11-23,2025-11-27,,SHIPPED,56.2,68.72,True,1,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004753,ORD-00007866,CAR-010,1Z900765131176623,2026-04-13,2026-04-17,,SHIPPED,95.4,163.52,True,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004754,ORD-00007868,CAR-010,1Z639799384174705,2024-06-15,2024-06-18,,SHIPPED,94.1,173.95,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004755,ORD-00007869,CAR-010,1Z246080404997633,2025-03-19,2025-03-20,2025-03-20,DELIVERED,58.6,53.29,True,5,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004756,ORD-00007870,CAR-007,1Z461441471738741,2025-05-20,2025-05-25,2025-05-25,DELIVERED,106.1,183.17,True,5,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004757,ORD-00007873,CAR-005,1Z417324842786828,2025-11-05,2025-11-12,2025-11-12,DELIVERED,66.4,113.11,True,1,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004758,ORD-00007874,CAR-005,1Z990119865049158,2025-01-24,2025-01-27,2025-01-27,DELIVERED,116.0,197.89,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004759,ORD-00007875,CAR-005,1Z146180841971095,2024-06-21,2024-06-25,,SHIPPED,88.2,71.63,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004760,ORD-00007876,CAR-006,1Z668108479289492,2025-12-01,2025-12-08,2025-12-12,DELIVERED,103.6,50.39,False,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004761,ORD-00007877,CAR-009,1Z154346414947626,2025-12-22,2025-12-28,2025-12-28,DELIVERED,89.4,80.41,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004762,ORD-00007878,CAR-010,1Z528286970124996,2025-07-20,2025-07-27,,SHIPPED,111.6,253.05,True,4,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004763,ORD-00007879,CAR-003,1Z640382961669322,2025-10-24,2025-10-30,2025-10-30,DELIVERED,144.4,253.81,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004764,ORD-00007880,CAR-004,1Z483850537148962,2024-06-19,2024-06-20,,SHIPPED,144.8,209.34,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004765,ORD-00007882,CAR-005,1Z491060550822604,2025-11-21,2025-11-28,,SHIPPED,44.4,36.24,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004766,ORD-00007883,CAR-009,1Z322417539182596,2026-01-21,2026-01-24,,SHIPPED,76.6,122.73,False,1,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004767,ORD-00007886,CAR-008,1Z591388847968196,2025-02-11,2025-02-14,2025-02-14,DELIVERED,93.1,186.34,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004768,ORD-00007887,CAR-010,1Z547000496594377,2025-03-11,2025-03-17,2025-03-17,DELIVERED,73.0,157.37,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004769,ORD-00007889,CAR-010,1Z776136651004287,2026-03-09,2026-03-15,,SHIPPED,10.0,24.78,True,6,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00004770,ORD-00007893,CAR-009,1Z027582089443088,2024-10-19,2024-10-26,,SHIPPED,30.8,14.25,True,8,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004771,ORD-00007896,CAR-003,1Z325477727982637,2024-12-05,2024-12-08,2024-12-08,DELIVERED,13.3,18.4,True,10,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004772,ORD-00007897,CAR-006,1Z226067907808544,2024-12-02,2024-12-03,,SHIPPED,95.7,67.68,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004773,ORD-00007898,CAR-007,1Z761006569300327,2025-03-08,2025-03-13,2025-03-16,DELIVERED,136.8,235.51,False,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004774,ORD-00007900,CAR-009,1Z492242888594669,2024-05-20,2024-05-27,,SHIPPED,42.4,73.06,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004775,ORD-00007901,CAR-010,1Z327567296705945,2025-04-03,2025-04-05,2025-04-10,DELIVERED,83.5,94.23,False,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004776,ORD-00007902,CAR-008,1Z485550768902093,2024-07-18,2024-07-21,,SHIPPED,17.9,14.12,False,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004777,ORD-00007903,CAR-001,1Z637074151914195,2025-11-05,2025-11-07,2025-11-07,DELIVERED,96.7,184.72,True,9,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00004778,ORD-00007904,CAR-009,1Z912535268251084,2026-03-26,2026-03-30,2026-03-30,DELIVERED,34.2,65.68,True,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004779,ORD-00007905,CAR-006,1Z292403592465518,2025-11-02,2025-11-09,2025-11-09,DELIVERED,57.5,89.54,True,1,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004780,ORD-00007908,CAR-002,1Z155599977176100,2025-04-02,2025-04-09,2025-04-09,DELIVERED,51.2,25.11,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004781,ORD-00007910,CAR-008,1Z746901213084562,2025-06-17,2025-06-21,,SHIPPED,55.1,84.03,True,5,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004782,ORD-00007911,CAR-008,1Z152550448308276,2025-11-20,2025-11-27,2025-11-27,DELIVERED,20.8,34.79,True,3,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004783,ORD-00007912,CAR-005,1Z669800292313589,2024-10-02,2024-10-09,2024-10-09,DELIVERED,46.6,48.72,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004784,ORD-00007913,CAR-006,1Z676773034584014,2024-07-15,2024-07-22,2024-07-22,DELIVERED,96.8,85.63,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004785,ORD-00007914,CAR-002,1Z251727125587484,2026-03-21,2026-03-22,2026-03-22,DELIVERED,144.5,73.37,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004786,ORD-00007917,CAR-003,1Z468609574783095,2025-07-20,2025-07-25,2025-07-26,DELIVERED,78.3,101.76,False,5,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004787,ORD-00007919,CAR-007,1Z168032759706058,2026-01-11,2026-01-16,,SHIPPED,26.8,57.83,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004788,ORD-00007920,CAR-007,1Z094750492067082,2026-01-30,2026-02-02,,SHIPPED,88.3,176.03,True,4,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00004789,ORD-00007921,CAR-008,1Z205699989850390,2026-01-10,2026-01-12,2026-01-13,DELIVERED,140.7,85.86,False,4,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004790,ORD-00007922,CAR-006,1Z916499538483133,2024-11-03,2024-11-07,,SHIPPED,104.4,249.49,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004791,ORD-00007924,CAR-007,1Z841211573700068,2024-06-25,2024-06-26,2024-06-26,DELIVERED,124.0,136.3,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004792,ORD-00007925,CAR-007,1Z834334528278485,2025-12-11,2025-12-14,2025-12-14,DELIVERED,126.1,296.7,True,8,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004793,ORD-00007927,CAR-001,1Z754386849711313,2025-02-14,2025-02-20,,SHIPPED,137.3,132.68,True,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004794,ORD-00007928,CAR-004,1Z675280222778556,2024-09-20,2024-09-22,2024-09-22,DELIVERED,9.3,21.78,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004795,ORD-00007929,CAR-003,1Z229588663145762,2024-11-27,2024-12-01,,SHIPPED,131.6,240.69,True,2,WH-EAS-06,2026-04-30T04:36:50.726872
SHIP-00004796,ORD-00007932,CAR-009,1Z348996091806812,2025-04-29,2025-05-03,2025-05-03,DELIVERED,92.9,195.43,True,8,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004797,ORD-00007933,CAR-008,1Z819600104082566,2025-09-03,2025-09-08,2025-09-08,DELIVERED,99.2,111.55,True,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004798,ORD-00007935,CAR-004,1Z694115503550866,2024-06-12,2024-06-14,,SHIPPED,74.6,79.91,True,4,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004799,ORD-00007936,CAR-010,1Z837464066327908,2025-02-27,2025-03-06,2025-03-06,DELIVERED,29.1,16.07,True,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004800,ORD-00007937,CAR-005,1Z044677489694556,2026-01-26,2026-01-28,2026-01-28,DELIVERED,41.4,79.61,True,2,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004801,ORD-00007938,CAR-006,1Z151823219717841,2025-08-04,2025-08-08,2025-08-08,DELIVERED,140.6,185.29,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004802,ORD-00007941,CAR-006,1Z315650107161527,2025-11-27,2025-12-01,2025-12-01,DELIVERED,1.4,1.01,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004803,ORD-00007942,CAR-005,1Z995866670178522,2025-09-28,2025-10-01,2025-10-01,DELIVERED,31.6,29.73,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004804,ORD-00007943,CAR-001,1Z439767280423227,2025-06-08,2025-06-10,2025-06-10,DELIVERED,49.4,116.04,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004805,ORD-00007944,CAR-007,1Z799469491718975,2026-01-08,2026-01-12,,SHIPPED,149.9,143.4,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004806,ORD-00007946,CAR-005,1Z037892087850525,2026-04-26,2026-05-02,2026-05-04,DELIVERED,73.2,74.82,False,8,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004807,ORD-00007948,CAR-002,1Z488570254568256,2026-03-28,2026-04-02,2026-04-02,DELIVERED,79.3,95.09,True,1,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004808,ORD-00007950,CAR-006,1Z608261198213501,2025-07-15,2025-07-17,,SHIPPED,38.8,22.45,True,4,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004809,ORD-00007951,CAR-005,1Z843213644150620,2026-03-09,2026-03-15,2026-03-15,DELIVERED,80.4,141.41,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004810,ORD-00007953,CAR-001,1Z089111696503752,2025-09-16,2025-09-18,2025-09-18,DELIVERED,16.6,29.86,True,3,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004811,ORD-00007954,CAR-009,1Z460466100140286,2024-09-15,2024-09-18,2024-09-18,DELIVERED,71.7,123.77,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004812,ORD-00007958,CAR-006,1Z989203092174090,2024-09-01,2024-09-08,2024-09-08,DELIVERED,81.1,181.05,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004813,ORD-00007959,CAR-006,1Z545732401102236,2025-03-09,2025-03-12,2025-03-12,DELIVERED,1.2,1.36,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004814,ORD-00007960,CAR-010,1Z741335306880144,2024-06-11,2024-06-12,2024-06-12,DELIVERED,2.8,1.85,True,1,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004815,ORD-00007961,CAR-005,1Z998551927888628,2026-01-09,2026-01-13,,SHIPPED,113.2,263.11,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004816,ORD-00007962,CAR-002,1Z577752490776344,2025-03-08,2025-03-15,2025-03-15,DELIVERED,90.0,201.94,True,8,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004817,ORD-00007965,CAR-003,1Z158351021802455,2024-05-15,2024-05-21,2024-05-21,DELIVERED,17.2,28.48,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004818,ORD-00007966,CAR-005,1Z081909609858021,2025-11-30,2025-12-01,2025-12-01,DELIVERED,137.1,119.99,True,9,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004819,ORD-00007967,CAR-009,1Z372243331878868,2024-09-19,2024-09-23,2024-09-23,DELIVERED,83.4,56.07,True,2,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004820,ORD-00007972,CAR-001,1Z588472762374472,2026-03-25,2026-03-26,,SHIPPED,32.8,39.77,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004821,ORD-00007973,CAR-001,1Z696037472710562,2025-10-26,2025-10-29,,SHIPPED,13.0,12.57,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004822,ORD-00007974,CAR-008,1Z395936054860427,2025-05-07,2025-05-13,2025-05-13,DELIVERED,32.0,54.01,True,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004823,ORD-00007975,CAR-002,1Z222418476257860,2024-08-01,2024-08-06,2024-08-06,DELIVERED,84.3,151.3,True,4,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004824,ORD-00007976,CAR-003,1Z112282135921453,2025-05-18,2025-05-19,,SHIPPED,47.4,109.07,True,6,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004825,ORD-00007979,CAR-002,1Z592942876959110,2025-08-06,2025-08-08,,SHIPPED,79.4,132.1,True,6,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004826,ORD-00007980,CAR-010,1Z609921689283407,2024-09-16,2024-09-17,,SHIPPED,76.8,106.21,True,9,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004827,ORD-00007981,CAR-006,1Z644171091266162,2026-01-27,2026-01-28,2026-01-28,DELIVERED,56.0,51.21,True,9,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004828,ORD-00007983,CAR-004,1Z384268958861550,2024-08-01,2024-08-06,2024-08-06,DELIVERED,68.7,106.39,True,10,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004829,ORD-00007984,CAR-004,1Z325299909523769,2026-04-04,2026-04-07,,SHIPPED,140.5,105.56,True,3,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004830,ORD-00007985,CAR-003,1Z567010282596365,2025-10-26,2025-10-30,,SHIPPED,110.0,194.83,True,9,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004831,ORD-00007987,CAR-002,1Z976900950236424,2025-10-02,2025-10-05,2025-10-05,DELIVERED,143.6,223.93,True,10,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004832,ORD-00007988,CAR-002,1Z569122394329819,2025-11-15,2025-11-20,,SHIPPED,72.1,179.17,True,2,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004833,ORD-00007989,CAR-006,1Z566389725449577,2025-03-26,2025-03-31,,SHIPPED,114.0,162.07,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004834,ORD-00007990,CAR-003,1Z420843699152000,2025-05-14,2025-05-16,2025-05-19,DELIVERED,121.2,191.21,False,6,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004835,ORD-00007992,CAR-004,1Z546190853647468,2024-08-27,2024-08-29,2024-08-29,DELIVERED,126.4,221.53,True,7,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004836,ORD-00007993,CAR-003,1Z013284855784041,2026-01-28,2026-01-31,2026-01-31,DELIVERED,75.7,40.9,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004837,ORD-00007995,CAR-009,1Z861429730277592,2024-09-07,2024-09-13,,SHIPPED,149.5,363.44,True,4,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004838,ORD-00007996,CAR-003,1Z463185847534080,2024-10-31,2024-11-07,2024-11-07,DELIVERED,40.6,75.03,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004839,ORD-00007997,CAR-006,1Z755107411883660,2024-06-16,2024-06-20,2024-06-24,DELIVERED,34.4,42.99,False,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004840,ORD-00007998,CAR-009,1Z761693379141962,2024-09-19,2024-09-20,,SHIPPED,73.6,51.13,True,4,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004841,ORD-00008000,CAR-009,1Z129593371737601,2024-07-06,2024-07-13,2024-07-13,DELIVERED,2.2,1.4,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004842,ORD-00008002,CAR-002,1Z560651830499515,2026-02-11,2026-02-17,,SHIPPED,37.7,33.2,False,3,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004843,ORD-00008003,CAR-007,1Z579375482850402,2025-06-13,2025-06-17,2025-06-17,DELIVERED,31.6,38.85,True,5,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004844,ORD-00008004,CAR-003,1Z261889582582922,2024-12-24,2024-12-25,,SHIPPED,24.3,56.17,True,7,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004845,ORD-00008006,CAR-003,1Z230827688404160,2024-12-16,2024-12-18,,SHIPPED,67.2,167.15,True,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004846,ORD-00008007,CAR-005,1Z159500867041924,2025-12-05,2025-12-11,2025-12-11,DELIVERED,89.5,47.89,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004847,ORD-00008009,CAR-005,1Z207376272305457,2024-12-07,2024-12-08,,SHIPPED,129.4,255.82,True,10,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004848,ORD-00008011,CAR-007,1Z930690692307282,2025-01-15,2025-01-20,2025-01-20,DELIVERED,31.5,53.48,True,9,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004849,ORD-00008014,CAR-008,1Z695251304827023,2025-01-30,2025-02-05,,SHIPPED,33.6,38.58,True,6,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004850,ORD-00008015,CAR-002,1Z367842963867956,2024-06-08,2024-06-11,,SHIPPED,47.9,51.97,True,9,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004851,ORD-00008018,CAR-004,1Z776590481620655,2024-09-19,2024-09-21,2024-09-26,DELIVERED,41.3,52.5,False,7,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004852,ORD-00008019,CAR-004,1Z784017220753159,2025-08-04,2025-08-07,,SHIPPED,101.1,117.4,True,2,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004853,ORD-00008020,CAR-001,1Z460405999870719,2025-12-16,2025-12-23,2025-12-27,DELIVERED,133.5,123.03,False,6,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004854,ORD-00008023,CAR-004,1Z365324070215538,2026-01-16,2026-01-21,,SHIPPED,90.9,160.2,True,9,WH-SOU-09,2026-04-30T04:36:50.726872
SHIP-00004855,ORD-00008025,CAR-009,1Z306879570322561,2025-02-22,2025-03-01,,SHIPPED,41.5,101.42,True,9,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004856,ORD-00008027,CAR-002,1Z249217224369450,2024-07-13,2024-07-20,,SHIPPED,26.6,34.25,True,8,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004857,ORD-00008028,CAR-001,1Z813686835470023,2024-06-04,2024-06-11,2024-06-11,DELIVERED,118.4,275.72,True,10,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004858,ORD-00008029,CAR-007,1Z723928623362022,2025-05-25,2025-05-31,,SHIPPED,60.1,41.01,True,2,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004859,ORD-00008030,CAR-009,1Z155203361247003,2025-02-04,2025-02-05,,SHIPPED,31.6,62.87,True,4,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004860,ORD-00008031,CAR-002,1Z909184518747243,2025-12-16,2025-12-17,2025-12-17,DELIVERED,19.7,22.1,True,5,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004861,ORD-00008033,CAR-007,1Z729515740030966,2024-12-07,2024-12-14,2024-12-16,DELIVERED,20.4,35.35,False,3,WH-NOR-04,2026-04-30T04:36:50.726872
SHIP-00004862,ORD-00008036,CAR-006,1Z373084091985413,2024-12-03,2024-12-05,2024-12-10,DELIVERED,149.3,336.23,False,8,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004863,ORD-00008037,CAR-003,1Z413451980317188,2024-10-03,2024-10-04,,SHIPPED,121.7,232.28,False,7,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004864,ORD-00008039,CAR-009,1Z468545437656692,2024-05-06,2024-05-12,2024-05-12,DELIVERED,74.7,116.27,True,3,WH-EAS-02,2026-04-30T04:36:50.726872
SHIP-00004865,ORD-00008041,CAR-001,1Z100560468427642,2024-10-03,2024-10-08,,SHIPPED,134.0,109.2,True,7,WH-EAS-01,2026-04-30T04:36:50.726872
SHIP-00004866,ORD-00008042,CAR-003,1Z610354094619973,2025-10-01,2025-10-04,,SHIPPED,53.8,62.33,False,8,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004867,ORD-00008044,CAR-008,1Z469897434424456,2025-12-12,2025-12-19,,SHIPPED,94.7,46.35,True,5,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004868,ORD-00008045,CAR-007,1Z048145829248501,2024-05-29,2024-06-03,2024-06-03,DELIVERED,32.0,79.27,True,8,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004869,ORD-00008049,CAR-002,1Z014039194464586,2024-05-02,2024-05-08,2024-05-08,DELIVERED,123.7,137.95,True,6,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004870,ORD-00008050,CAR-005,1Z901638836897859,2025-05-26,2025-05-30,2025-05-30,DELIVERED,127.2,79.37,True,2,WH-EAS-03,2026-04-30T04:36:50.726872
SHIP-00004871,ORD-00008053,CAR-001,1Z531825597895302,2025-12-01,2025-12-05,,SHIPPED,84.4,41.69,True,3,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004872,ORD-00008055,CAR-008,1Z583772338106711,2024-05-08,2024-05-12,,SHIPPED,105.5,235.5,True,3,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004873,ORD-00008056,CAR-004,1Z984796482867858,2024-09-15,2024-09-22,2024-09-22,DELIVERED,146.7,315.83,True,8,WH-CEN-08,2026-04-30T04:36:50.726872
SHIP-00004874,ORD-00008057,CAR-009,1Z617764941158773,2025-12-04,2025-12-10,,SHIPPED,123.1,250.4,True,7,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004875,ORD-00008058,CAR-006,1Z713578885755922,2025-10-18,2025-10-25,2025-10-25,DELIVERED,121.4,105.01,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004876,ORD-00008063,CAR-006,1Z066870819624818,2024-07-02,2024-07-04,2024-07-04,DELIVERED,5.8,8.02,True,6,WH-WES-07,2026-04-30T04:36:50.726872
SHIP-00004877,ORD-00008064,CAR-010,1Z798258819078354,2026-05-01,2026-05-04,2026-05-04,DELIVERED,18.6,10.68,True,7,WH-NOR-05,2026-04-30T04:36:50.726872
SHIP-00004878,ORD-00008068,CAR-003,1Z942413473176536,2024-05-02,2024-05-06,,SHIPPED,73.3,34.89,False,8,WH-CEN-10,2026-04-30T04:36:50.726872
SHIP-00004879,ORD-00008071,CAR-007,1Z448860460698711,2025-10-29,2025-11-02,,SHIPPED,127.3,135.11,True,4,WH-WES-07,2026-04-30T04:36:50.726872
