perf_id,supplier_id,period_month,period_year,total_pos,on_time_deliveries,on_time_rate,fill_rate,defect_rate,avg_lead_days,score,_ingested_at
SPERF-00000866,SUP-0029,2,2025,50,47,0.944,0.859,0.0156,18,88.92,2026-04-30T04:36:50.726872
SPERF-00000867,SUP-0029,3,2025,49,39,0.8,0.888,0.0306,19,80.43,2026-04-30T04:36:50.726872
SPERF-00000868,SUP-0029,4,2025,17,15,0.939,0.933,0.0136,17,91.81,2026-04-30T04:36:50.726872
SPERF-00000869,SUP-0029,5,2025,19,14,0.769,0.867,0.047,19,74.36,2026-04-30T04:36:50.726872
SPERF-00000870,SUP-0029,6,2025,35,32,0.939,0.95,0.0207,41,90.64,2026-04-30T04:36:50.726872
SPERF-00000871,SUP-0030,1,2023,9,6,0.75,0.841,0.013,59,81.19,2026-04-30T04:36:50.726872
SPERF-00000872,SUP-0030,2,2023,50,47,0.958,0.928,0.0088,25,93.6,2026-04-30T04:36:50.726872
SPERF-00000873,SUP-0030,3,2023,63,61,0.981,0.874,0.0253,7,88.5,2026-04-30T04:36:50.726872
SPERF-00000874,SUP-0030,4,2023,10,7,0.709,0.874,0.033,52,75.7,2026-04-30T04:36:50.726872
SPERF-00000875,SUP-0030,5,2023,9,6,0.722,0.853,0.0397,55,73.81,2026-04-30T04:36:50.726872
SPERF-00000876,SUP-0030,6,2023,10,9,0.939,0.815,0.0271,27,84.31,2026-04-30T04:36:50.726872
SPERF-00000877,SUP-0030,7,2023,34,33,0.971,0.9,0.0193,42,90.52,2026-04-30T04:36:50.726872
SPERF-00000878,SUP-0030,8,2023,36,32,0.901,0.844,0.0193,47,85.75,2026-04-30T04:36:50.726872
SPERF-00000879,SUP-0030,9,2023,13,9,0.747,0.979,0.003,40,88.39,2026-04-30T04:36:50.726872
SPERF-00000880,SUP-0030,10,2023,80,74,0.93,0.8,0.0374,41,80.85,2026-04-30T04:36:50.726872
SPERF-00000881,SUP-0030,11,2023,13,12,0.977,0.867,0.033,58,86.17,2026-04-30T04:36:50.726872
SPERF-00000882,SUP-0030,12,2023,14,13,0.98,0.865,0.0336,46,86.07,2026-04-30T04:36:50.726872
SPERF-00000883,SUP-0030,1,2024,34,26,0.773,0.802,0.0345,27,75.37,2026-04-30T04:36:50.726872
SPERF-00000884,SUP-0030,2,2024,9,6,0.768,0.809,0.0191,26,79.26,2026-04-30T04:36:50.726872
SPERF-00000885,SUP-0030,3,2024,17,15,0.933,0.87,0.0228,43,87.07,2026-04-30T04:36:50.726872
SPERF-00000886,SUP-0030,4,2024,27,25,0.96,0.835,0.0017,51,92.2,2026-04-30T04:36:50.726872
SPERF-00000887,SUP-0030,5,2024,75,66,0.891,0.942,0.0161,34,89.58,2026-04-30T04:36:50.726872
SPERF-00000888,SUP-0030,6,2024,77,70,0.915,0.87,0.025,24,85.8,2026-04-30T04:36:50.726872
SPERF-00000889,SUP-0030,7,2024,38,30,0.796,0.848,0.0284,25,79.42,2026-04-30T04:36:50.726872
SPERF-00000890,SUP-0030,8,2024,76,68,0.905,0.981,0.0225,8,89.91,2026-04-30T04:36:50.726872
SPERF-00000891,SUP-0030,9,2024,71,50,0.709,0.906,0.0164,32,80.97,2026-04-30T04:36:50.726872
SPERF-00000892,SUP-0030,10,2024,69,64,0.937,0.989,0.0477,38,85.17,2026-04-30T04:36:50.726872
SPERF-00000893,SUP-0030,11,2024,26,21,0.815,0.979,0.0405,60,81.74,2026-04-30T04:36:50.726872
SPERF-00000894,SUP-0030,12,2024,40,29,0.731,0.957,0.0234,12,81.88,2026-04-30T04:36:50.726872
SPERF-00000895,SUP-0030,1,2025,71,62,0.881,0.885,0.0185,45,86.59,2026-04-30T04:36:50.726872
SPERF-00000896,SUP-0030,2,2025,57,52,0.913,0.853,0.0358,37,82.42,2026-04-30T04:36:50.726872
SPERF-00000897,SUP-0030,3,2025,66,57,0.865,0.833,0.0161,14,84.73,2026-04-30T04:36:50.726872
SPERF-00000898,SUP-0030,4,2025,80,71,0.893,0.988,0.0496,10,82.9,2026-04-30T04:36:50.726872
SPERF-00000899,SUP-0030,5,2025,49,40,0.817,0.968,0.0207,31,86.39,2026-04-30T04:36:50.726872
SPERF-00000900,SUP-0030,6,2025,16,12,0.786,0.853,0.0184,45,81.7,2026-04-30T04:36:50.726872
SPERF-00000901,SUP-0031,1,2023,34,24,0.719,0.953,0.0172,31,82.81,2026-04-30T04:36:50.726872
SPERF-00000902,SUP-0031,2,2023,75,69,0.928,0.821,0.0052,33,89.56,2026-04-30T04:36:50.726872
SPERF-00000903,SUP-0031,3,2023,33,31,0.941,0.951,0.0107,49,93.25,2026-04-30T04:36:50.726872
SPERF-00000904,SUP-0031,4,2023,64,50,0.791,0.865,0.0281,20,79.89,2026-04-30T04:36:50.726872
SPERF-00000905,SUP-0031,5,2023,62,43,0.707,0.906,0.0202,39,79.94,2026-04-30T04:36:50.726872
SPERF-00000906,SUP-0031,6,2023,12,9,0.763,0.809,0.0174,54,79.48,2026-04-30T04:36:50.726872
SPERF-00000907,SUP-0031,7,2023,53,50,0.957,0.831,0.0337,43,83.94,2026-04-30T04:36:50.726872
SPERF-00000908,SUP-0031,8,2023,55,42,0.771,0.972,0.0283,38,82.78,2026-04-30T04:36:50.726872
SPERF-00000909,SUP-0031,9,2023,20,17,0.872,0.93,0.0408,57,82.23,2026-04-30T04:36:50.726872
SPERF-00000910,SUP-0031,10,2023,62,45,0.733,0.832,0.0429,51,72.72,2026-04-30T04:36:50.726872
SPERF-00000911,SUP-0031,11,2023,32,26,0.825,0.907,0.0054,45,88.4,2026-04-30T04:36:50.726872
SPERF-00000912,SUP-0031,12,2023,44,38,0.874,0.942,0.0219,4,87.46,2026-04-30T04:36:50.726872
SPERF-00000913,SUP-0031,1,2024,23,20,0.89,0.896,0.0063,47,90.39,2026-04-30T04:36:50.726872
SPERF-00000914,SUP-0031,2,2024,54,41,0.771,0.973,0.0385,23,80.27,2026-04-30T04:36:50.726872
SPERF-00000915,SUP-0031,3,2024,78,70,0.909,0.904,0.0315,7,85.12,2026-04-30T04:36:50.726872
SPERF-00000916,SUP-0031,4,2024,13,11,0.847,0.875,0.018,19,85.0,2026-04-30T04:36:50.726872
SPERF-00000917,SUP-0031,5,2024,26,21,0.825,0.829,0.0109,44,84.29,2026-04-30T04:36:50.726872
SPERF-00000918,SUP-0031,6,2024,26,23,0.901,0.891,0.0373,19,82.9,2026-04-30T04:36:50.726872
SPERF-00000919,SUP-0031,7,2024,15,11,0.754,0.829,0.0276,41,77.27,2026-04-30T04:36:50.726872
SPERF-00000920,SUP-0031,8,2024,20,19,0.97,0.843,0.021,57,88.05,2026-04-30T04:36:50.726872
SPERF-00000921,SUP-0031,9,2024,70,60,0.865,0.914,0.0409,56,81.37,2026-04-30T04:36:50.726872
SPERF-00000922,SUP-0031,10,2024,5,4,0.89,0.921,0.0135,33,89.46,2026-04-30T04:36:50.726872
SPERF-00000923,SUP-0031,11,2024,54,46,0.869,0.927,0.0028,6,91.5,2026-04-30T04:36:50.726872
SPERF-00000924,SUP-0031,12,2024,41,35,0.862,0.846,0.033,21,80.84,2026-04-30T04:36:50.726872
SPERF-00000925,SUP-0031,1,2025,59,46,0.784,0.948,0.0305,43,81.91,2026-04-30T04:36:50.726872
SPERF-00000926,SUP-0031,2,2025,49,39,0.811,0.934,0.0147,22,86.46,2026-04-30T04:36:50.726872
SPERF-00000927,SUP-0031,3,2025,20,16,0.846,0.967,0.0363,22,83.61,2026-04-30T04:36:50.726872
SPERF-00000928,SUP-0031,4,2025,49,39,0.814,0.831,0.0095,41,84.27,2026-04-30T04:36:50.726872
SPERF-00000929,SUP-0031,5,2025,37,31,0.856,0.92,0.0401,7,81.41,2026-04-30T04:36:50.726872
SPERF-00000930,SUP-0031,6,2025,56,46,0.837,0.98,0.0345,42,84.16,2026-04-30T04:36:50.726872
SPERF-00000931,SUP-0032,1,2023,11,9,0.875,0.83,0.0113,46,86.22,2026-04-30T04:36:50.726872
SPERF-00000932,SUP-0032,2,2023,24,17,0.727,0.901,0.005,44,84.36,2026-04-30T04:36:50.726872
SPERF-00000933,SUP-0032,3,2023,80,76,0.956,0.936,0.0303,53,88.42,2026-04-30T04:36:50.726872
SPERF-00000934,SUP-0032,4,2023,50,36,0.721,0.867,0.0377,29,74.76,2026-04-30T04:36:50.726872
SPERF-00000935,SUP-0032,5,2023,5,4,0.917,0.876,0.0388,21,82.64,2026-04-30T04:36:50.726872
SPERF-00000936,SUP-0032,6,2023,58,49,0.849,0.828,0.0202,37,82.89,2026-04-30T04:36:50.726872
SPERF-00000937,SUP-0032,7,2023,21,17,0.814,0.833,0.0212,10,81.41,2026-04-30T04:36:50.726872
SPERF-00000938,SUP-0032,8,2023,74,52,0.713,0.84,0.0215,49,77.55,2026-04-30T04:36:50.726872
SPERF-00000939,SUP-0032,9,2023,52,49,0.949,0.977,0.0487,14,84.98,2026-04-30T04:36:50.726872
SPERF-00000940,SUP-0032,10,2023,42,31,0.741,0.958,0.031,14,80.42,2026-04-30T04:36:50.726872
SPERF-00000941,SUP-0032,11,2023,31,21,0.702,0.838,0.004,17,81.41,2026-04-30T04:36:50.726872
SPERF-00000942,SUP-0032,12,2023,53,41,0.784,0.951,0.041,52,79.39,2026-04-30T04:36:50.726872
SPERF-00000943,SUP-0032,1,2024,11,9,0.861,0.85,0.0291,14,81.91,2026-04-30T04:36:50.726872
SPERF-00000944,SUP-0032,2,2024,13,11,0.907,0.888,0.0467,50,80.69,2026-04-30T04:36:50.726872
SPERF-00000945,SUP-0032,3,2024,73,67,0.922,0.814,0.0405,47,80.25,2026-04-30T04:36:50.726872
SPERF-00000946,SUP-0032,4,2024,10,8,0.832,0.811,0.0425,26,76.04,2026-04-30T04:36:50.726872
SPERF-00000947,SUP-0032,5,2024,6,4,0.754,0.854,0.0154,5,81.2,2026-04-30T04:36:50.726872
SPERF-00000948,SUP-0032,6,2024,59,46,0.791,0.986,0.0145,37,87.53,2026-04-30T04:36:50.726872
SPERF-00000949,SUP-0032,7,2024,13,9,0.713,0.989,0.0145,59,84.51,2026-04-30T04:36:50.726872
SPERF-00000950,SUP-0032,8,2024,23,18,0.802,0.861,0.0114,22,84.36,2026-04-30T04:36:50.726872
SPERF-00000951,SUP-0032,9,2024,36,28,0.805,0.905,0.0302,7,81.33,2026-04-30T04:36:50.726872
SPERF-00000952,SUP-0032,10,2024,29,23,0.815,0.841,0.0476,5,75.13,2026-04-30T04:36:50.726872
SPERF-00000953,SUP-0032,11,2024,55,45,0.823,0.906,0.0131,33,86.35,2026-04-30T04:36:50.726872
SPERF-00000954,SUP-0032,12,2024,25,24,0.988,0.968,0.0405,21,88.27,2026-04-30T04:36:50.726872
SPERF-00000955,SUP-0032,1,2025,6,5,0.84,0.871,0.0312,53,81.29,2026-04-30T04:36:50.726872
SPERF-00000956,SUP-0032,2,2025,67,65,0.973,0.967,0.0048,54,96.56,2026-04-30T04:36:50.726872
SPERF-00000957,SUP-0032,3,2025,35,26,0.769,0.933,0.0152,38,84.62,2026-04-30T04:36:50.726872
SPERF-00000958,SUP-0032,4,2025,70,63,0.913,0.886,0.0397,48,82.61,2026-04-30T04:36:50.726872
SPERF-00000959,SUP-0032,5,2025,40,31,0.782,0.968,0.0043,53,89.08,2026-04-30T04:36:50.726872
SPERF-00000960,SUP-0032,6,2025,41,30,0.745,0.93,0.034,9,78.85,2026-04-30T04:36:50.726872
SPERF-00000961,SUP-0033,1,2023,37,27,0.751,0.978,0.0413,34,78.94,2026-04-30T04:36:50.726872
SPERF-00000962,SUP-0033,2,2023,29,21,0.747,0.931,0.0306,58,79.81,2026-04-30T04:36:50.726872
SPERF-00000963,SUP-0033,3,2023,12,9,0.754,0.959,0.0226,22,83.07,2026-04-30T04:36:50.726872
SPERF-00000964,SUP-0033,4,2023,75,59,0.794,0.888,0.0284,29,80.74,2026-04-30T04:36:50.726872
SPERF-00000965,SUP-0033,5,2023,42,33,0.795,0.814,0.0223,33,79.72,2026-04-30T04:36:50.726872
SPERF-00000966,SUP-0033,6,2023,66,62,0.95,0.951,0.0285,20,89.16,2026-04-30T04:36:50.726872
SPERF-00000967,SUP-0033,7,2023,77,68,0.895,0.885,0.0451,13,80.5,2026-04-30T04:36:50.726872
SPERF-00000968,SUP-0033,8,2023,72,51,0.72,0.96,0.0485,22,75.28,2026-04-30T04:36:50.726872
SPERF-00000969,SUP-0033,9,2023,55,52,0.956,0.892,0.006,39,92.96,2026-04-30T04:36:50.726872
SPERF-00000970,SUP-0033,10,2023,39,36,0.937,0.964,0.046,47,84.72,2026-04-30T04:36:50.726872
SPERF-00000971,SUP-0033,11,2023,74,57,0.773,0.884,0.0477,23,74.94,2026-04-30T04:36:50.726872
SPERF-00000972,SUP-0033,12,2023,28,26,0.945,0.811,0.0329,16,82.96,2026-04-30T04:36:50.726872
SPERF-00000973,SUP-0033,1,2024,19,14,0.784,0.813,0.0255,52,78.44,2026-04-30T04:36:50.726872
SPERF-00000974,SUP-0033,2,2024,8,7,0.879,0.851,0.0311,40,82.17,2026-04-30T04:36:50.726872
SPERF-00000975,SUP-0033,3,2024,7,5,0.738,0.932,0.0016,55,86.74,2026-04-30T04:36:50.726872
SPERF-00000976,SUP-0033,4,2024,21,20,0.98,0.898,0.0389,12,85.91,2026-04-30T04:36:50.726872
SPERF-00000977,SUP-0033,5,2024,39,29,0.766,0.869,0.0345,12,77.43,2026-04-30T04:36:50.726872
SPERF-00000978,SUP-0033,6,2024,18,16,0.916,0.918,0.0468,10,82.07,2026-04-30T04:36:50.726872
SPERF-00000979,SUP-0033,7,2024,80,69,0.874,0.804,0.0439,31,77.12,2026-04-30T04:36:50.726872
SPERF-00000980,SUP-0033,8,2024,50,40,0.803,0.865,0.0426,21,76.75,2026-04-30T04:36:50.726872
SPERF-00000981,SUP-0033,9,2024,45,33,0.738,0.981,0.0352,45,80.06,2026-04-30T04:36:50.726872
SPERF-00000982,SUP-0033,10,2024,6,4,0.713,0.811,0.0311,25,74.13,2026-04-30T04:36:50.726872
SPERF-00000983,SUP-0033,11,2024,30,28,0.963,0.85,0.04,43,83.27,2026-04-30T04:36:50.726872
SPERF-00000984,SUP-0033,12,2024,17,12,0.734,0.867,0.038,45,75.2,2026-04-30T04:36:50.726872
SPERF-00000985,SUP-0033,1,2025,48,34,0.713,0.9,0.0299,26,77.55,2026-04-30T04:36:50.726872
SPERF-00000986,SUP-0033,2,2025,70,52,0.743,0.93,0.0385,21,77.65,2026-04-30T04:36:50.726872
SPERF-00000987,SUP-0033,3,2025,70,52,0.75,0.918,0.0221,43,81.61,2026-04-30T04:36:50.726872
SPERF-00000988,SUP-0033,4,2025,52,49,0.957,0.85,0.0221,36,87.5,2026-04-30T04:36:50.726872
SPERF-00000989,SUP-0033,5,2025,70,57,0.817,0.921,0.0028,24,89.21,2026-04-30T04:36:50.726872
SPERF-00000990,SUP-0033,6,2025,32,23,0.747,0.81,0.0088,27,81.03,2026-04-30T04:36:50.726872
SPERF-00000991,SUP-0034,1,2023,66,60,0.919,0.962,0.0112,36,92.63,2026-04-30T04:36:50.726872
SPERF-00000992,SUP-0034,2,2023,7,5,0.728,0.933,0.0022,48,86.22,2026-04-30T04:36:50.726872
SPERF-00000993,SUP-0034,3,2023,43,33,0.774,0.826,0.0358,4,75.92,2026-04-30T04:36:50.726872
SPERF-00000994,SUP-0034,4,2023,35,28,0.819,0.8,0.0235,32,79.88,2026-04-30T04:36:50.726872
SPERF-00000995,SUP-0034,5,2023,80,79,0.989,0.839,0.0074,39,92.07,2026-04-30T04:36:50.726872
SPERF-00000996,SUP-0034,6,2023,50,46,0.929,0.84,0.0154,23,87.71,2026-04-30T04:36:50.726872
SPERF-00000997,SUP-0034,7,2023,12,10,0.892,0.845,0.0497,46,77.83,2026-04-30T04:36:50.726872
SPERF-00000998,SUP-0034,8,2023,16,12,0.753,0.983,0.0091,17,87.25,2026-04-30T04:36:50.726872
SPERF-00000999,SUP-0034,9,2023,22,20,0.921,0.964,0.0471,6,83.81,2026-04-30T04:36:50.726872
SPERF-00001000,SUP-0034,10,2023,34,31,0.925,0.846,0.028,41,84.61,2026-04-30T04:36:50.726872
SPERF-00001001,SUP-0034,11,2023,64,54,0.847,0.927,0.0051,51,90.05,2026-04-30T04:36:50.726872
SPERF-00001002,SUP-0034,12,2023,53,39,0.739,0.847,0.0073,50,82.38,2026-04-30T04:36:50.726872
SPERF-00001003,SUP-0034,1,2024,43,32,0.761,0.94,0.0145,57,84.72,2026-04-30T04:36:50.726872
SPERF-00001004,SUP-0034,2,2024,12,11,0.988,0.883,0.0401,13,85.4,2026-04-30T04:36:50.726872
SPERF-00001005,SUP-0034,3,2024,59,50,0.85,0.812,0.0109,47,84.69,2026-04-30T04:36:50.726872
SPERF-00001006,SUP-0034,4,2024,54,38,0.719,0.875,0.0279,57,77.41,2026-04-30T04:36:50.726872
SPERF-00001007,SUP-0034,5,2024,50,44,0.898,0.873,0.0456,34,80.07,2026-04-30T04:36:50.726872
SPERF-00001008,SUP-0034,6,2024,56,49,0.889,0.926,0.0494,20,80.62,2026-04-30T04:36:50.726872
SPERF-00001009,SUP-0034,7,2024,48,46,0.966,0.934,0.0084,5,94.23,2026-04-30T04:36:50.726872
SPERF-00001010,SUP-0034,8,2024,48,33,0.701,0.958,0.0317,57,78.65,2026-04-30T04:36:50.726872
SPERF-00001011,SUP-0034,9,2024,70,66,0.952,0.866,0.0469,48,81.67,2026-04-30T04:36:50.726872
SPERF-00001012,SUP-0034,10,2024,9,7,0.872,0.856,0.0088,26,87.64,2026-04-30T04:36:50.726872
SPERF-00001013,SUP-0034,11,2024,15,14,0.986,0.924,0.0491,30,84.5,2026-04-30T04:36:50.726872
SPERF-00001014,SUP-0034,12,2024,67,46,0.701,0.962,0.0419,56,76.23,2026-04-30T04:36:50.726872
SPERF-00001015,SUP-0034,1,2025,26,22,0.862,0.95,0.0118,31,89.78,2026-04-30T04:36:50.726872
SPERF-00001016,SUP-0034,2,2025,27,26,0.977,0.981,0.0201,33,93.39,2026-04-30T04:36:50.726872
SPERF-00001017,SUP-0034,3,2025,42,31,0.745,0.841,0.0076,58,82.34,2026-04-30T04:36:50.726872
SPERF-00001018,SUP-0034,4,2025,70,59,0.851,0.87,0.0282,26,82.44,2026-04-30T04:36:50.726872
SPERF-00001019,SUP-0034,5,2025,64,62,0.979,0.99,0.006,35,97.31,2026-04-30T04:36:50.726872
SPERF-00001020,SUP-0034,6,2025,38,30,0.803,0.95,0.0114,30,87.52,2026-04-30T04:36:50.726872
SPERF-00001021,SUP-0035,1,2023,66,46,0.71,0.851,0.0167,37,79.01,2026-04-30T04:36:50.726872
SPERF-00001022,SUP-0035,2,2023,39,34,0.883,0.919,0.0363,31,83.41,2026-04-30T04:36:50.726872
SPERF-00001023,SUP-0035,3,2023,53,51,0.966,0.908,0.0135,23,92.05,2026-04-30T04:36:50.726872
SPERF-00001024,SUP-0035,4,2023,57,52,0.913,0.977,0.0384,20,86.12,2026-04-30T04:36:50.726872
SPERF-00001025,SUP-0035,5,2023,63,49,0.788,0.878,0.0294,44,79.9,2026-04-30T04:36:50.726872
SPERF-00001026,SUP-0035,6,2023,34,30,0.899,0.941,0.0192,26,89.09,2026-04-30T04:36:50.726872
SPERF-00001027,SUP-0035,7,2023,7,6,0.875,0.926,0.003,49,91.66,2026-04-30T04:36:50.726872
SPERF-00001028,SUP-0035,8,2023,27,22,0.839,0.848,0.0351,19,79.47,2026-04-30T04:36:50.726872
SPERF-00001029,SUP-0035,9,2023,43,34,0.803,0.862,0.0049,13,86.06,2026-04-30T04:36:50.726872
SPERF-00001030,SUP-0035,10,2023,79,55,0.7,0.974,0.0176,14,82.69,2026-04-30T04:36:50.726872
SPERF-00001031,SUP-0035,11,2023,32,29,0.915,0.984,0.0073,43,94.21,2026-04-30T04:36:50.726872
SPERF-00001032,SUP-0035,12,2023,5,4,0.814,0.905,0.0164,32,85.13,2026-04-30T04:36:50.726872
SPERF-00001033,SUP-0035,1,2024,74,64,0.865,0.895,0.0027,53,90.25,2026-04-30T04:36:50.726872
SPERF-00001034,SUP-0035,2,2024,41,30,0.755,0.929,0.0329,45,79.49,2026-04-30T04:36:50.726872
SPERF-00001035,SUP-0035,3,2024,77,68,0.889,0.961,0.0429,28,83.47,2026-04-30T04:36:50.726872
SPERF-00001036,SUP-0035,4,2024,30,25,0.849,0.84,0.0401,48,78.33,2026-04-30T04:36:50.726872
SPERF-00001037,SUP-0035,5,2024,39,37,0.95,0.945,0.028,25,89.07,2026-04-30T04:36:50.726872
SPERF-00001038,SUP-0035,6,2024,67,49,0.736,0.988,0.002,46,88.52,2026-04-30T04:36:50.726872
SPERF-00001039,SUP-0035,7,2024,16,15,0.982,0.896,0.0176,49,91.24,2026-04-30T04:36:50.726872
SPERF-00001040,SUP-0035,8,2024,8,6,0.852,0.949,0.0224,21,86.69,2026-04-30T04:36:50.726872
SPERF-00001041,SUP-0035,9,2024,28,20,0.716,0.932,0.0389,18,76.54,2026-04-30T04:36:50.726872
SPERF-00001042,SUP-0035,10,2024,51,48,0.957,0.979,0.0375,12,88.17,2026-04-30T04:36:50.726872
SPERF-00001043,SUP-0035,11,2024,26,21,0.809,0.846,0.0326,40,78.82,2026-04-30T04:36:50.726872
SPERF-00001044,SUP-0035,12,2024,24,20,0.834,0.93,0.0222,54,85.36,2026-04-30T04:36:50.726872
SPERF-00001045,SUP-0035,1,2025,17,16,0.948,0.826,0.0244,60,85.73,2026-04-30T04:36:50.726872
SPERF-00001046,SUP-0035,2,2025,6,5,0.879,0.879,0.0497,45,78.5,2026-04-30T04:36:50.726872
SPERF-00001047,SUP-0035,3,2025,50,47,0.948,0.838,0.038,28,82.75,2026-04-30T04:36:50.726872
SPERF-00001048,SUP-0035,4,2025,35,32,0.922,0.886,0.0351,28,84.12,2026-04-30T04:36:50.726872
SPERF-00001049,SUP-0035,5,2025,59,46,0.791,0.9,0.0435,44,77.27,2026-04-30T04:36:50.726872
SPERF-00001050,SUP-0035,6,2025,29,26,0.913,0.921,0.0236,36,87.85,2026-04-30T04:36:50.726872
SPERF-00001051,SUP-0036,1,2023,5,4,0.808,0.905,0.0462,53,77.45,2026-04-30T04:36:50.726872
SPERF-00001052,SUP-0036,2,2023,60,49,0.832,0.938,0.0012,6,90.81,2026-04-30T04:36:50.726872
SPERF-00001053,SUP-0036,3,2023,14,10,0.781,0.813,0.032,53,76.69,2026-04-30T04:36:50.726872
SPERF-00001054,SUP-0036,4,2023,34,24,0.714,0.831,0.0419,34,72.17,2026-04-30T04:36:50.726872
SPERF-00001055,SUP-0036,5,2023,49,43,0.895,0.936,0.0139,36,90.09,2026-04-30T04:36:50.726872
SPERF-00001056,SUP-0036,6,2023,37,35,0.963,0.952,0.0256,51,90.44,2026-04-30T04:36:50.726872
SPERF-00001057,SUP-0036,7,2023,23,16,0.713,0.819,0.0289,11,74.96,2026-04-30T04:36:50.726872
SPERF-00001058,SUP-0036,8,2023,25,22,0.88,0.961,0.0253,35,87.51,2026-04-30T04:36:50.726872
SPERF-00001059,SUP-0036,9,2023,77,55,0.725,0.875,0.0481,17,72.6,2026-04-30T04:36:50.726872
SPERF-00001060,SUP-0036,10,2023,28,21,0.77,0.982,0.0098,50,87.72,2026-04-30T04:36:50.726872
SPERF-00001061,SUP-0036,11,2023,60,54,0.915,0.893,0.0471,55,81.08,2026-04-30T04:36:50.726872
SPERF-00001062,SUP-0036,12,2023,53,49,0.935,0.982,0.0373,49,87.45,2026-04-30T04:36:50.726872
SPERF-00001063,SUP-0036,1,2024,45,33,0.741,0.832,0.0484,48,71.66,2026-04-30T04:36:50.726872
SPERF-00001064,SUP-0036,2,2024,35,29,0.852,0.936,0.0354,26,82.99,2026-04-30T04:36:50.726872
SPERF-00001065,SUP-0036,3,2024,75,68,0.908,0.879,0.0494,14,79.74,2026-04-30T04:36:50.726872
SPERF-00001066,SUP-0036,4,2024,56,45,0.81,0.951,0.0083,13,88.61,2026-04-30T04:36:50.726872
SPERF-00001067,SUP-0036,5,2024,21,16,0.79,0.933,0.0468,46,77.55,2026-04-30T04:36:50.726872
SPERF-00001068,SUP-0036,6,2024,23,22,0.989,0.847,0.0479,42,82.23,2026-04-30T04:36:50.726872
SPERF-00001069,SUP-0036,7,2024,10,9,0.972,0.842,0.0498,32,80.9,2026-04-30T04:36:50.726872
SPERF-00001070,SUP-0036,8,2024,6,5,0.837,0.986,0.0344,38,84.39,2026-04-30T04:36:50.726872
SPERF-00001071,SUP-0036,9,2024,61,50,0.827,0.974,0.0416,17,81.77,2026-04-30T04:36:50.726872
SPERF-00001072,SUP-0036,10,2024,34,24,0.733,0.829,0.0488,24,71.13,2026-04-30T04:36:50.726872
SPERF-00001073,SUP-0036,11,2024,27,22,0.836,0.928,0.0265,3,84.3,2026-04-30T04:36:50.726872
SPERF-00001074,SUP-0036,12,2024,39,27,0.712,0.903,0.0323,17,77.01,2026-04-30T04:36:50.726872
SPERF-00001075,SUP-0036,1,2025,23,18,0.821,0.824,0.038,45,77.18,2026-04-30T04:36:50.726872
SPERF-00001076,SUP-0036,2,2025,51,40,0.8,0.945,0.0124,30,86.97,2026-04-30T04:36:50.726872
SPERF-00001077,SUP-0036,3,2025,48,34,0.717,0.818,0.0074,37,80.46,2026-04-30T04:36:50.726872
SPERF-00001078,SUP-0036,4,2025,13,10,0.78,0.807,0.0057,37,83.02,2026-04-30T04:36:50.726872
SPERF-00001079,SUP-0036,5,2025,60,49,0.828,0.889,0.0269,51,82.51,2026-04-30T04:36:50.726872
SPERF-00001080,SUP-0036,6,2025,45,32,0.729,0.889,0.0282,48,78.23,2026-04-30T04:36:50.726872
SPERF-00001081,SUP-0037,1,2023,15,11,0.759,0.856,0.0387,41,75.64,2026-04-30T04:36:50.726872
SPERF-00001082,SUP-0037,2,2023,47,39,0.836,0.815,0.0222,3,81.41,2026-04-30T04:36:50.726872
SPERF-00001083,SUP-0037,3,2023,72,71,0.989,0.826,0.0169,19,89.25,2026-04-30T04:36:50.726872
SPERF-00001084,SUP-0037,4,2023,17,15,0.941,0.801,0.0064,12,89.07,2026-04-30T04:36:50.726872
SPERF-00001085,SUP-0037,5,2023,30,21,0.706,0.9,0.0047,9,83.56,2026-04-30T04:36:50.726872
SPERF-00001086,SUP-0037,6,2023,60,43,0.723,0.891,0.0185,25,80.48,2026-04-30T04:36:50.726872
SPERF-00001087,SUP-0037,7,2023,19,15,0.829,0.918,0.0256,48,83.89,2026-04-30T04:36:50.726872
SPERF-00001088,SUP-0037,8,2023,56,43,0.768,0.9,0.0184,39,82.62,2026-04-30T04:36:50.726872
SPERF-00001089,SUP-0037,9,2023,16,15,0.982,0.858,0.0032,53,93.51,2026-04-30T04:36:50.726872
SPERF-00001090,SUP-0037,10,2023,70,49,0.702,0.897,0.0084,11,82.38,2026-04-30T04:36:50.726872
SPERF-00001091,SUP-0037,11,2023,68,55,0.819,0.808,0.0451,38,74.77,2026-04-30T04:36:50.726872
SPERF-00001092,SUP-0037,12,2023,64,52,0.828,0.81,0.0208,30,81.27,2026-04-30T04:36:50.726872
SPERF-00001093,SUP-0037,1,2024,13,9,0.735,0.859,0.0146,34,80.81,2026-04-30T04:36:50.726872
SPERF-00001094,SUP-0037,2,2024,35,28,0.803,0.916,0.0102,9,86.63,2026-04-30T04:36:50.726872
SPERF-00001095,SUP-0037,3,2024,38,32,0.865,0.973,0.0151,34,89.88,2026-04-30T04:36:50.726872
SPERF-00001096,SUP-0037,4,2024,62,56,0.915,0.97,0.0155,35,91.67,2026-04-30T04:36:50.726872
SPERF-00001097,SUP-0037,5,2024,43,37,0.862,0.888,0.0443,11,79.48,2026-04-30T04:36:50.726872
